release_id,artist_id,artist_name,extra,anv,position,join_string,role,tracks
15845185,1057451,Oralia Dominguez,1,,6,,Mezzo-soprano Vocals,1 to 14
15845185,260744,Berliner Philharmoniker,1,Berlin Philharmonic,7,,Orchestra,15
15845185,573235,Erika Köth,1,,8,,Soprano Vocals,15
15845185,837407,Teresa Żylis-Gara,1,Teresa Zylis-Gara,9,,Soprano Vocals,1 to 14
15845185,446577,Peter Schreier,1,,10,,Tenor Vocals,1 to 14
15846933,8114973,Remo Resenterra,0,,1,",",,
15846933,8114974,Guido-Minicus-Quartett,0,,2,,,
15846933,8114974,Guido-Minicus-Quartett,1,,1,,Ensemble,
15846933,8114973,Remo Resenterra,1,,2,,Vocals,
15855146,858380,Victoria De Los Angeles,0,,1,",",,
15855146,192327,Giuseppe Verdi,0,Verdi,2,,,
15855146,192327,Giuseppe Verdi,1,,1,,Composed By,
15855146,2689136,Giuseppe Morelli,1,,2,,Conductor,
15855146,852703,Arrigo Boito,1,,3,,Libretto By,
15855146,4046353,Giannella Borelli,1,,4,,Mezzo-soprano Vocals [Emilia],
15855146,837674,Orchestra Del Teatro Dell'Opera Di Roma,1,"Orchestra Of The Opera House, Rome",5,,Orchestra,
15855146,858380,Victoria De Los Angeles,1,,6,,Soprano Vocals [Desdemona],
15855641,8119054,The Little Monsters Family,0,,1,,,
15855641,2543967,Kumiko Tanaka,1,,1,,A&R [Desk],
15855641,8097201,Rie Matsuyama,1,,2,,A&R [Desk],
15855641,1624568,Taishi Korezawa,1,,3,,A&R [Director],
15855641,3801710,Takaaki Mizuno,1,,4,,A&R [Director],
15855641,546555,Koichi Inaba,1,,5,,A&R [Producer],
15855641,3048263,Hikaru Kawahara,1,,6,,"Art Direction, Design",
15855641,4295283,Katsuya Tamura,1,,7,,Executive-Producer,
15855641,1632867,Takamitsu Ide,1,,8,,Executive-Producer,
15855641,11710919,Rumi Suwabe,1,,9,,"Hair, Make-Up",
15855641,4018849,Yuji Miyazawa,1,,10,,"Hair, Make-Up",
15855641,8119055,Nobuaki Kawanabe,1,,11,,Management [Artist],
15855641,8119056,Ryo Yoshii,1,,12,,Management [Artist],
15855641,8097203,Abe Kaori,1,Kaori Abe,13,,Management [Desk],
15855641,3373670,Hitomi Motoki,1,,14,,Management [Desk],
15855641,466081,Shuji Kitamura,1,,15,,Mastered By,
15855641,10889764,Mitsuyo Akutagawa,1,,16,,Other [Fan Club Relation],
15855641,2763111,Shinobu Sato,1,,17,,Other [Fan Club Relation],
15855641,2816123,Shoji Miyake,1,,18,,Photography By,
15855641,2758811,Yohito Teraoka,1,,19,,"Producer, Arranged By",
15855641,8119057,Faith Management Inc. Staff,1,,20,,Promotion [Co-Promotion],
15855641,1762150,Toy's Factory,1,,21,,Promotion [Co-Promotion],
15855641,2758476,Junko Hasegawa,1,,22,,Promotion [Sales Desk],
15855641,5614218,Chigusa Yamamoto,1,,23,,Promotion [Sales],
15855641,5781817,Gaku Nakagawa,1,,24,,Promotion [Sales],
15855641,1687378,Eri Hosoda,1,,25,,Public Relations,
15855641,5781817,Gaku Nakagawa,1,,26,,Public Relations,
15855641,3715943,Masao Tezuka,1,,27,,"Recorded By, Mixed By",
15855641,2274029,Takashi Kumagai,1,,28,,Stylist,
15855641,4979185,Tatsumi Watanabe,1,,29,,Stylist,
15855641,3721245,Koji Iwasawa,1,,30,,"Words By, Music By",
15855641,2758811,Yohito Teraoka,1,,31,,"Words By, Music By",
15857510,136201,Heart,0,,1,,,
15857803,8119814,Vamlúrnia,0,,1,,,
15861910,194,Various,0,,1,,,
15865961,29966,Gene Harris,0,,1,,,
15865961,29966,Gene Harris,1,,1,,"Arranged By, Piano",
15865961,1159503,Mike Salisbury,1,,2,,Art Direction,
15865961,983278,John Hatton (2),1,,3,,"Bass [Acoustic, Fender]",
15865961,1845073,Lloyd Ziff,1,,4,,Design,
15865961,388217,Carl Burnett,1,,5,,"Drums, Percussion",
15865961,417336,Orson Lewis,1,,6,,Engineer [Recording],
15865961,450199,John Lewis (6),1,,7,,Mastered By,
15865961,1170513,Norman Seeff,1,,8,,Photography [Liner],
15865961,251849,George Butler,1,,9,,Producer,
15870304,226461,Franz Liszt,0,Liszt,1,-,,
15870304,837600,Gyorgy Cziffra,0,György Cziffra,2,,,
15870304,226461,Franz Liszt,1,Liszt,1,,Composed By,
15870304,2237556,Jacques Aubert,1,,2,,Photography By [Cover],
15870304,837600,Gyorgy Cziffra,1,György Cziffra,3,,Piano,
15870455,1490605,COR,0,,1,,,
15870455,8124878,Tino Damms,1,,1,,Bass,
15870455,6760685,Denny Meissner,1,Denny Meißner,2,,"Co-producer, Engineer",
15870455,1743746,Thomas Ott,1,,3,,"Cover, Illustration",
15870455,4010162,Johannes Hinz,1,,4,,Drums,
15870455,6366070,Robert Lefold,1,,5,,"Guitar, Backing Vocals",
15870455,6366070,Robert Lefold,1,,6,,"Layout, Typography",
15870455,4010138,Friedemann Hinz,1,,7,,Lead Vocals,
15870455,1490605,COR,1,,8,,Music By,
15870455,2906181,Corvin Bahn,1,,9,,"Piano, Mellotron",8
15870455,552209,Eike Freese,1,,10,,"Producer, Mixed By, Mastered By",
15870580,8083894,Mark Ridjel,0,,1,,,
15884644,8026822,Deborah Marchetti,0,,1,,,
15884644,8130840,Francois-Pierre Descamps,1,,1,,Conductor,
15887440,198668,Bailter Space,0,Bailterspace,1,,,
15887440,8027803,Richard van der Aa,1,,1,,"Cover [Cover Art Painting], Artwork [Cover Art Painting], Painting [Cover Art Painting]",
15887440,1961297,John Foster (19),1,,2,,Design,
15887440,780525,Brian Pyle,1,,3,,Mastered By,
15887440,256961,Alister Parker,1,Alister,4,,Performer,
15887440,452214,Brent McLachlan,1,Brent,5,,Performer,
15887440,256962,John Halvorsen,1,John,6,,Performer,
15887440,198668,Bailter Space,1,bailterspace,7,,Recorded By,
15888255,8132510,Parker (77),0,,1,,,
15888255,8080292,Johannes Van Vliet,1,Hans Van Vliet,1,,"Producer, Written-By",
15888255,3695806,Becki Whitton,1,,2,,"Vocals, Mixed By, Mastered By",
15888255,4807810,Tash Parker,1,,3,,Written-By,
15890202,5678420,Mortal Peril,0,,1,,,
15891127,3090317,Combo Cienaguero,0,,1,,,
15895589,5705130,Екатерина Янченко,0,,1,,,
15895589,3032532,А. Пумпянский,1,,1,,Artwork [Painter],
15895589,1765721,В. Иванов (2),1,,2,,Engineer,
15895589,5705130,Екатерина Янченко,1,Е. Янченко,3,,"Guitar, Vocals",
15895589,5705130,Екатерина Янченко,1,Катя Янченко,4,,Liner Notes,
15895589,2316032,Александр Градобоев,1,А. Градобоев,5,,Photography By,
15895589,2314288,Наталья Кислова,1,Н. Кислова,6,,Supervised By [Editor],
15900034,431432,Gebrüder Grimm,0,,1,,,
15900034,438369,Christian Stark,1,,1,,Voice Actor,
15900034,1158185,Christine Pappert,1,,2,,Voice Actor,
15900034,438533,Eberhard Haar,1,,3,,Voice Actor,
15900034,431314,Gustav-Adolph Artz,1,,4,,Voice Actor,
15900034,234428,Hans Paetsch,1,,5,,Voice Actor,
15900034,3206834,Holger Potzern,1,,6,,Voice Actor,
15900034,2020922,Julia Fölster,1,,7,,Voice Actor,
15900034,438051,Maritta Fliege,1,,8,,Voice Actor,
15900034,439703,Robert Missler,1,,9,,Voice Actor,
15900034,1818730,Steffi Kindermann,1,,10,,Voice Actor,
15900034,3580889,Susa Gülzow,1,,11,,Voice Actor,
15900034,3799048,Sylvie Nogler,1,,12,,Voice Actor,
15900034,2720256,Tanja Dohse,1,,13,,Voice Actor,
15900034,1286425,Tim Knauer,1,,14,,Voice Actor,
15900034,773488,Tomas Kröger,1,,15,,Voice Actor,
15904472,170355,Deep Purple,0,,1,,,
15909181,4197389,Yared Zedek,0,,1,,,
15909181,8122113,Ishaï,1,,1,,Composed By,
15909181,8122113,Ishaï,1,,2,,Mixed By,
15913913,381566,Tony Mottola,0,,1,",",,
15913913,2166311,Guitar Underground,0,,2,,,
15916386,4220332,Basstyler,0,,1,,,
15916739,194,Various,0,,1,,,
15916739,6773322,Foggyswoggle,1,,1,,Compiled By,
15916739,6379442,Papi Gonzo,1,,2,,Design,
15916739,6827555,Voie Alternative,1,,3,,Design,
15916739,1807443,Robert Hundt,1,Rob Hundt,4,,Mastered By,
15917490,194,Various,0,,1,,,
15918133,5134656,Todd Boston,0,,1,,,
15918133,5134656,Todd Boston,1,,1,,"Written-By, Performer, Flute",
15922692,4834,Stereo MC's,0,,1,,,
15922692,24483,Cath Coffey,1,,1,,Backing Vocals,
15922692,369549,Sam Scott,1,,2,,Backing Vocals,
15922692,16853,Leon Mar,1,,3,,"Bass, Recorded By [Pre-Production]",
15922692,4834,Stereo MC's,1,,4,,Producer,
15922692,639015,Nick Hallam,1,Hallam,5,,Written-By,
15922692,639016,Rob Birch,1,Birch,6,,Written-By,
15924970,8168029,Terrible (9),0,,1,/,,
15924970,8168030,Mossen,0,,2,,,
15924970,8168031,Louis Fantôme III,1,,1,,"Composed By [Decompositon], Performer [Performance]","3, 4"
15924970,8168032,Next (30),1,,2,,"Drums, Vocals","1, 2"
15924970,8168033,Than (7),1,,3,,"Guitar, Bass","1, 2"
15924970,8027820,Abysmal Specter,1,,4,,Vocals [Keening],"3, 4"
15932114,1435293,Slip187,0,,1,,,
15933164,357972,Dave Dudley,0,,1,,,
15935152,6176284,A. Swayze & the Ghosts,0,,1,,,
15936236,791685,Parade Of The Lifeless,0,,1,/,,
15936236,312255,Dahmer,0,,2,,,
15936236,1226149,Sébastien Dionne,1,Séb,1,,"Bass, Vocals","B1, B2"
15936236,1226145,Yvan Dionne,1,Yvan,2,,Drums,"B1, B2"
15936236,1496480,Fredéric Bélanger,1,Fred,3,,Guitar,"B1, B2"
15936236,4514931,Paul Christopher Kozlowski,1,Paul Kozlowski,4,,"Guitar, Bass, Vocals","A1, A2"
15936236,791685,Parade Of The Lifeless,1,,5,,"Music By, Producer","A1, A2"
15937856,288121,Diesel Park West,0,,1,,,
15943493,26195,Huda Hudia,0,Huda,1,,,
15953434,145288,Nat King Cole,0,,1,,,
15953434,254886,Billy May,1,,1,,Arranged By,A3
15953434,59402,Nelson Riddle,1,,2,,Arranged By,"A1, A2, A4 to B6"
15953434,342667,Leonard Feather,1,,3,,Liner Notes,
15953434,618936,Jay Maynard,1,,4,,Mastered By,
15953434,264045,Lee Gillette,1,,5,,Producer,
15957312,994633,Lykke Li,0,,1,,,
15960072,97664,Bee Gees,0,,1,,,
15960072,97664,Bee Gees,1,,1,,Producer,
15960072,272144,Robert Stigwood,1,,2,,Producer,
15960862,194,Various,0,,1,,,
15964699,3416351,Rotorua Maori Choir,0,,1,,,
15965944,95546,Wolfgang Amadeus Mozart,0,Mozart,1,,,
15965944,930973,Günther Piesk,1,,1,,Bassoon,
15965944,882762,Karl Leister,1,,2,,Clarinet,
15965944,95546,Wolfgang Amadeus Mozart,1,,3,,Composed By,
15965944,283122,Herbert Von Karajan,1,Karajan,4,,Conductor,
15965944,260744,Berliner Philharmoniker,1,Berlin Philharmonic Orchestra,5,,Orchestra,
15968039,6086306,Major Oak,0,,1,,,
15971749,7963561,Fataliste (2),0,,1,,,
15972101,1103159,Lady Gaga,0,,1,,,
15972101,60141,Honey Dijon,1,,1,,Remix,
15973632,159782,Spies Boys,0,,1,,,
15974613,4722546,Pedro Castillo And His Latin Sextet,0,Pedro Castillo His Piano And His Latin Rhythm,1,,,
15976066,1528755,Ultraviolet (13),0,,1,,,
15979142,7137378,Jose Fleury,0,,1,,,
15982875,45467,Pink Floyd,0,,1,,,
15982875,110862,Roger Waters,1,,1,,"Bass Guitar, Vocals",
15982875,1826972,Hipgnosis (2),1,,2,,"Design [Sleeve Design], Photography By",
15982875,258792,Brian Humphries,1,,3,,Engineer,A1 to B2
15982875,263514,Peter Mew,1,,4,,Engineer,C1 to D2
15982875,110863,David Gilmour,1,,5,,"Lead Guitar, Vocals",
15982875,110861,Richard Wright,1,,6,,"Organ, Keyboards, Vocals",
15982875,246097,Nick Mason,1,,7,,Percussion,
15982875,252775,Norman Smith,1,,8,,Producer,C1 to D2
15982875,45467,Pink Floyd,1,,9,,Producer,A1 to B2
15987126,1124183,Yoni (8),0,,1,,,
15987126,399774,Roger Loubet,1,,1,,Arranged By [Uncredited],
15987126,464737,Jean-Claude Charvier,1,,2,,Engineer [Uncredited],
15987126,382992,Bill Kipper,1,BK,3,,Lacquer Cut By,
15987126,399774,Roger Loubet,1,R. Loubet,4,,Orchestrated By [Orchestration],
15987126,547087,Alain Hortu,1,,5,,Producer [Réal.],
15987901,115461,Dmitri Shostakovich,0,Shostakovich,1,",",,
15987901,38562,Borodin String Quartet,0,,2,,,
15987901,837086,Valentin Berlinsky,1,Valentin Alexandrovich Berlinsky,1,,Cello,
15987901,1059057,Harold Lawrence,1,,2,,Co-producer [Musical Supervisor],
15987901,115461,Dmitri Shostakovich,1,Shostakovich,3,,Composed By,
15987901,1059058,Robert Eberenz,1,,4,,Engineer [Associate Engineer],
15987901,1123182,Robert Fine,1,C. R. Fine,5,,"Engineer, Technician [Technical Supervisor]",
15987901,2926971,Peter Gravina,1,,6,,Photography By [Cover],
15987901,1207102,Wilma Cozart,1,,7,,Producer [Session Director],
15987901,234423,Nicolas Slonimsky,1,,8,,Sleeve Notes,
15987901,837087,Dmitri Shebalin,1,Dmitry Vissarionovich Shebalin,9,,Viola,
15987901,1169890,Rostislav Dubinsky,1,Rostislav Davidovich Dubinsky,10,,Violin [First],
15987901,1776382,Yaroslav Alexandrov,1,Jaroslav Pavlovich Alexandrov,11,,Violin [Second],
15990061,8174958,Working Class Hussy,0,,1,,,
15995804,57103,Elton John,0,,1,,,
15995804,289733,Paul Buckmaster,1,,1,,"Arranged By, Conductor",
15995804,1402363,David Larkham,1,,2,,"Art Direction, Design [Sleeve], Photography By [Booklet Cover], Illustration",
15995804,825268,Elton John & Bernie Taupin,1,,3,,Composed By,
15995804,361146,Stephen Brown (2),1,Steve Brown,4,,Coordinator,
15995804,277713,Robin Geoffrey Cable,1,,5,,Engineer,
15995804,103969,Ken Scott,1,,6,,Engineer [Re-mix Engineer],
15995804,3083504,Rasputin (10),1,,7,,Mastered By,
15995804,780987,Ed Caraeff,1,,8,,Photography By,
15995804,1293731,Bob Gruen,1,,9,,Photography By [Booklet],
15995804,179206,Gus Dudgeon,1,,10,,Producer,
15996005,780752,Stem Tips,0,,1,,,
15998038,6643638,Jeremiah Johnson (6),0,,1,,,
15998038,2713775,John Scott (21),1,,1,,Artwork,
15998038,5744314,Paul Niehaus IV,1,,2,,"Bass Guitar, Keyboards, Backing Vocals",
15998038,2784010,Tony Antonelli (3),1,,3,,"Drums, Percussion, Backing Vocals",
15998038,2829932,Thomas Ruf,1,,4,,Executive-Producer,
15998038,6643638,Jeremiah Johnson (6),1,,5,,"Guitar, Lead Vocals",
15998038,8178192,Dawn Wilcox,1,,6,,Photography By,
15998038,5744314,Paul Niehaus IV,1,,7,,Producer,
15998038,5744314,Paul Niehaus IV,1,,8,,"Recorded By, Mixed By",
16004249,8180909,Patrick Field,0,,1,,,
16004249,1316454,Ben Brocker,1,,1,,Lyrics By,
16004249,2674785,Rick Lane (3),1,,2,,"Music By, Arranged By",
16004640,253295,Poison Idea,0,,1,,,
16004640,7307615,Sisco Garriga,1,,1,,Illustration [Front Cover],
16004640,7307617,Jordi Nadal,1,,2,,Illustration [Inner Sleeve],
16004640,7307616,Lloï Trashtocat,1,,3,,Liner Notes,
16004640,5987168,Aleix Garriga,1,,4,,Mastered By,
16004640,5261432,Elsa Cambra Fosca,1,Elsa Fosca,5,,Photography By [Backsleeve],
16004640,7307618,Jordi Crusty,1,,6,,Photography By [Inner Sleeve],
16006125,7104033,Lucifungus,0,,1,,,
16006125,2243464,Glenn Smith (4),1,,1,,Artwork By,
16006125,2458105,Brad Nicholson,1,,2,,Drums,
16006125,8061400,Dave Drynan,1,,3,,Guitar,
16006125,544091,Roy Torkington,1,,4,,Layout,
16006125,867307,Jason Fuller,1,,5,,"Recorded By, Mastered By, Mixed By",
16006618,275898,Mike Felks,0,,1,&,,
16006618,232679,King Karim,0,,2,,,
16009525,17199,Sonic Youth,0,,1,,,
16009525,187676,Kim Gordon,1,,1,,Bass,"A1, A2, A4 to B5"
16009525,254207,Steve Shelley,1,,2,,Drums,
16009525,261913,Bill Titus,1,,3,,Engineer,
16009525,40978,Lee Ranaldo,1,,4,,Guitar,
16009525,2108,Thurston Moore,1,,5,,Guitar,"A1, A2, A4 to B5"
16009525,254262,Howie Weinberg,1,,6,,Mastered By,
16009525,17199,Sonic Youth,1,,7,,Producer,
16009525,76094,Walter Sear,1,,8,,Programmed By [Moog],
16009525,187676,Kim Gordon,1,,9,,Vocals,"A1, A3, B2, B4"
16009525,2108,Thurston Moore,1,,10,,Vocals,"A1, A2, A4, B1, B3 to B5"
16009525,17199,Sonic Youth,1,,11,,Written-By,"A1 to B2,  B4, B5"
16010514,36215,Francesco Napoli,0,,1,,,
16016672,8186241,Yhung4Kash,0,,1,,,
16019476,266101,Heathen,0,,1,,,
16019476,1744909,Jon Torres,1,,1,,Bass,
16019476,508894,Darren Minter,1,,2,,Drums,
16019476,1744908,Kragen Lum,1,,3,,Guitar,
16019476,140322,Lee Altus,1,,4,,Guitar,
16019476,2067652,David White-Godfrey,1,David White,5,,Vocals,
16019693,493582,FireHouse (2),0,,1,,,
16019693,494225,Tony Sellari,1,,1,,Art Direction,
16019693,3811576,Perry Richardson,1,,2,,"Bass, Backing Vocals",
16019693,5828496,Anna Cartwright,1,,3,,Design [Cloths],
16019693,930259,Michael Foster (2),1,,4,,"Drums, Percussion, Backing Vocals",
16019693,335004,Doug Oberkircher,1,,5,,Engineer,
16019693,419523,Ellen Fitton,1,"\"Ellen \"\"Muffin\"\" Fitton\"",6,,Engineer [Assistant],
16019693,446481,Michael Caplan,1,,7,,Executive-Producer,
16019693,712364,Bill Leverty,1,,8,,"Guitar, Backing Vocals",
16019693,712365,C.J. Snare,1,,9,,"Lead Vocals, Keyboards",
16019693,5828495,George Fearon,1,,10,,Legal [Representation],
16019693,5828494,Danny Francis,1,,11,,Management,
16019693,4900810,Lion U.K. Management Limited,1,,12,,Management,
16019693,5770224,Paul Bettie,1,,13,,Management,
16019693,578592,David Prater (2),1,,14,,Mixed By,
16019693,335004,Doug Oberkircher,1,,15,,Mixed By,
16019693,6476772,"Bruce Kolbrenner & Co., Inc.",1,,16,,Other [Accountant],
16019693,3000419,Christopher Gonzales,1,,17,,Other [Styling],
16019693,486690,Bill Bernstein,1,,18,,Photography By,
16019693,578592,David Prater (2),1,,19,,Producer,
16019998,194,Various,0,,1,,,
16025042,5762491,Woddyfunk,0,,1,,,
16025042,4203851,Serjiho Muto,1,,1,,Producer,
16033096,10245238,Zem (7),0,,1,,,
16033096,1132510,Frédéric Carayol,1,Fred Carrayol,1,,Recorded By,
16033634,28326,Farmboy,0,,1,,,
16033634,1637836,Jeff Parker (3),1,,1,,"Acoustic Guitar, Electric Guitar, Harmony Vocals",
16033634,2136269,John Buckner,1,,2,,Bass Guitar,
16033634,6688862,Eric Hansen (14),1,,3,,Drums,
16033634,254238,Chris Maxwell,1,,4,,Executive Producer,
16033634,4073365,Tom Skinner (3),1,,5,,"Lead Vocals, Guitar, Mandolin, Harmonica",
16034017,257234,The Crystals,0,,1,,,
16034017,4188326,T (28),1,,1,,Lacquer Cut By,
16035645,15885,Michael Jackson,0,,1,,,
16035645,2082951,Jacquie Carter,1,,1,,A&R [Coordination],
16035645,1843087,Adam Owett,1,,2,,Art Direction,
16035645,1826893,David Coleman (5),1,,3,,Art Direction,
16035645,622559,Julian Alexander,1,,4,,Art Direction,
16035645,740356,Nancy Donald,1,,5,,Art Direction,
16035645,2082967,Rance Brown,1,,6,,Art Direction,
16035645,1831797,Sheri Lee,1,,7,,Art Direction,
16035645,2082955,Seth Riggs,1,,8,,Consultant [Vocal],
16035645,2082967,Rance Brown,1,,9,,Design,
16035645,2349573,Michael Prince (3),1,,10,,"Edited By [Additional Digital], Engineer",
16035645,157839,John McClain,1,,11,,Executive-Producer,
16035645,15885,Michael Jackson,1,,12,,Executive-Producer,
16035645,2082968,Team MJ,1,,13,,Management,
16035645,3589004,"Bernstein, Fox, Whitman & Co.",1,,14,,Management [Business],
16035645,307942,Bernie Grundman,1,,15,,Mastered By,
16035645,2082959,Sam Emerson,1,,16,,Photography By [Bad Cover],
16035645,3589007,Kleiser-Walczak Construction Co.,1,,17,,Photography By [HIStory - Past Present And Future - Book I],
16035645,2082950,Stephen Harvey,1,,18,,Photography By [Off The Wall Cover],
16035645,2158806,Dick Zimmerman (3),1,,19,,Photography By [Thriller Cover],
16035645,764394,Craig Johnson,1,,20,,Project Manager [Archivist],
16038234,532086,Yehudi Menuhin,0,,1,,,
16038234,1641668,Bruno Monsaingeon,1,,1,,Art Direction,Box Sets 1 to 5
16038234,2041348,WLP Ltd.,1,,2,,Design [Cover],
16038234,7215635,Hanno Plate-Andreini,1,,3,,Executive Producer,Box Set 6
16038234,7406221,Bettina Rettig,1,,4,,Producer,Box Set 6
16038234,442231,Christophe Hénault,1,,5,,Remastered By,Box Sets 1 to 5
16038234,5373922,Pierre Brousses,1,,6,,Remastered By,Box Sets 1 to 5
16038234,3787849,Digital Images GmbH,1,,7,,"Restoration, Mastered By [DVD-Premastering]",Box Set 6
16038234,1641668,Bruno Monsaingeon,1,,8,,Supervised By [Reissue],Box Sets 1 to 5
16039829,888651,Beny Moré,0,,1,,,
16040619,556833,Het Radi-Ensemble,0,,1,,,
16040619,1137555,Piet Ramakers,1,,1,,Leader,
16040619,565293,Bernd Hengst,1,Hengst,2,,Written-By,
16040619,675839,Franz Halmich,1,Halmig,3,,Written-By,
16040619,508246,Johnny Hoes,1,Hoes,4,,Written-By,
16040665,902336,Eric Silver (4),0,,1,,,
16043724,8197450,Asteroïd Beach,0,,1,,,
16043724,8197451,Louis Bodmer,1,,1,,Bass,
16043724,8197452,Thomas Abbet,1,,2,,Drums,
16043724,8197453,Kenelm Rupp,1,,3,,Guitar,
16043724,8197454,Flavio Gorgone,1,,4,,"Guitar, Vocals",
16043724,604104,Serge Morattel,1,,5,,"Mixed By, Mastered By",
16043980,5884148,Annick (9),0,,1,,,
16043980,5884156,Annick Baechler,1,,1,,Lyrics By,
16043980,8197575,Anne-Claude Savary,1,,2,,Music By,"1, 3, 4, 5, 10"
16043980,8197576,Anne-Marie Humbert,1,,3,,Music By,"6, 7, 8, 9"
16043980,1016392,Jean-Yves Petiot,1,,4,,Music By,2
16044118,6271,Sparks,0,,1,,,
16052041,6091985,小幡洋子,0,Yoco Obata,1,,,
16055485,6282147,Why Don't We,0,,1,,,
16060569,79091,Barry Manilow,0,,1,,,
16060569,79091,Barry Manilow,1,,1,,Producer,
16062528,33287,Spoon,0,,1,,,
16062528,7120877,Robbie Brown (5),1,,1,,Booking,
16062528,2115167,Sam Kirby,1,,2,,Booking,
16062528,4263416,WME,1,,3,,Booking,
16062528,1845457,Frank Longo,1,,4,,Design,
16062528,1074489,Mark Ohe,1,,5,,Design,
16062528,33287,Spoon,1,,6,,Design,
16062528,896795,Travis Higdon,1,,7,,Design,
16062528,511538,Brad Shenfeld,1,,8,,Legal,
16062528,1634530,John Silva (3),1,,9,,Management,
16062528,1925423,Silva Artist Management,1,SAM,10,,Management,
16062528,511538,Brad Shenfeld,1,,11,,Performer [Spoon in 1996],
16062528,262198,John Croslin,1,,12,,Performer [Spoon in 1996],
16062528,743646,Scott Adair,1,,13,,Performer [Spoon in 1996],
16062528,273944,Britt Daniel,1,,14,,Performer [Spoon],
16062528,450290,Jim Eno,1,,15,,Performer [Spoon],
16062528,262198,John Croslin,1,,16,,"Producer, Engineer",
16062528,273944,Britt Daniel,1,B Daniel,17,,Songwriter,
16064810,2392080,Daniela Ziegler,0,,1,,,
16064810,598014,Christopher Hampton,1,,1,,Lyrics By,
16064810,383080,Don Black,1,,2,,Lyrics By,
16064810,84839,Andrew Lloyd Webber,1,,3,,Music By,
16065165,42895,Sinéad O'Connor,0,,1,,,
16065165,307827,John Maybury,1,,1,,Cover,
16065165,142386,Chris Birkett,1,,2,,Engineer,"1, 2, 4 to 10"
16065165,2273227,David Hoffman (2),1,,3,,Photography By [Black + White],
16065165,2273228,Dominique Le Rigoleur,1,,4,,Photography By [Cover Photo],
16065165,42895,Sinéad O'Connor,1,Sinéad,5,,Producer,"1 to 5, 7 to 10"
16065407,996530,Country Radio,0,,1,,,
16065407,3341208,Graeme MacRae,1,,1,,"Engineer, Edited By",
16065407,996530,Country Radio,1,,2,,Producer,
16065407,522660,John French (3),1,,3,,"Producer, Engineer, Remix",
16065824,1189550,Norman Feels,0,,1,,,
16065824,331070,David Van DePitte,1,David Van De Pitte,1,,Arranged By,
16065824,1858069,Sal Scaltro,1,,2,,Producer,
16065824,1189550,Norman Feels,1,,3,,Written-By,all
16065993,4995560,Chieri Ogata,0,緒方智絵里,1,,,
16065993,4995553,Naomi Ozora,1,大空直美,1,,Voice Actor [緒方智絵里],
16068304,95546,Wolfgang Amadeus Mozart,0,Mozart,1,-,,
16068304,859030,Sabine Meyer,0,,2,",",,
16068304,578737,Staatskapelle Dresden,0,,3,",",,
16068304,840489,Hans Vonk,0,,4,,,
16068304,859030,Sabine Meyer,1,,1,,Bass Clarinet,
16068304,1728063,Sergio Azzolini,1,,2,,Bassoon,
16068304,95546,Wolfgang Amadeus Mozart,1,,3,,Composed By,
16068304,840489,Hans Vonk,1,,4,,Conductor,
16068304,2528907,Bruno Schneider,1,,5,,Horn,
16068304,578737,Staatskapelle Dresden,1,,6,,Orchestra,
16070921,194,Various,0,,1,,,
16072574,8209378,Normala Omar,0,,1,,,
16077846,4207091,Alfred Hause And His Tango Orchestra,0,The Tango Orchestra Alfred Hause,1,,,
16080869,4771918,Nikki S (2),0,,1,&,,
16080869,4013,Nick Sentience,0,,2,,,
16081935,194,Various,0,,1,,,
16081935,345983,Jeff Dominguez,1,,1,,Mixed By,"2, 4, 5, 7 to 9, 12, 14, 17 to 19"
16082465,570367,Philippe Nicaud,0,Nicaud,1,,,
16082465,500564,Léo Missir,1,Missir,1,,Written-By,
16082465,570367,Philippe Nicaud,1,Nicaud,2,,Written-By,
16088154,59792,Bob Dylan,0,,1,,,
16089047,878575,Peter Koene,0,,1,,,
16096735,8284,Sarah Vaughan,0,,1,,,
16096735,166628,Norman Granz,1,,1,,Producer,
16098511,682805,Warren Smith (3),0,,1,,,
16099388,8200058,Manu Soto,0,,1,,,
16102450,247470,Nakia,0,,1,,,
16103979,3836185,Mošny,0,,1,,,
16104840,194,Various,0,,1,,,
16106952,1051334,Thesis (3),0,,1,,,
16107834,236948,Bart B More,0,,1,,,
16110763,4567212,Lica Cecato,0,,1,",",,
16110763,253781,Romero Lubambo,0,,2,,,
16112174,7333107,Nocturnal Departure,0,,1,,,
16112174,7484321,Illartha,1,,1,,Bass,
16112174,4833827,Jordan Dorge,1,,2,,"Design [Logo Edit], Cover [Album Cover Edit]",
16112174,5737724,Cavan Hoover,1,,3,,Design [Nocturnal Departure Logo Design],
16112174,7484320,Kryptys,1,,4,,Drums,
16112174,7484319,Funerur,1,,5,,"Guitar [Guitars], Vocals",
16112174,1688977,Dino D'Ottavio,1,,6,,"Mixed By [Mixing ], Mastered By [Mastering]",
16112174,7484322,Evan Hoover,1,,7,,Photography By [All Photo Credits/Band Promo Photos],
16112174,5626628,Ripley Hoogstraten Morden,1,,8,,"Recorder [Recording], Producer [Production]",
16112428,899146,Carlo Buti,0,,1,,,
16114168,6197626,Tryhm,0,,1,,,
16115976,759812,Ab van Goor,0,,1,,,
16122169,140140,Oasis (2),0,,1,,,
16123153,488,Freq Nasty,0,,1,,,
16128937,194,Various,0,,1,,,
